State Name,District Name,GENERAL Current Population,GENERAL Covered Population,Minority Current Population,Minority Covered Population,Total Current Population,Total Covered Population,gcg,mcm,tct
HARYANA,HISAR,1105529.0,1040290.0,338544.0,317194.0,1444073.0,1357484.0,0.9409884317824317,0.9369358192731225,0.9400383498618144
HARYANA,JHAJJAR ,652570.0,602715.0,142550.0,130410.0,795120.0,733125.0,0.9236020656787778,0.9148368993335672,0.9220306368849985
HARYANA,JIND,826756.0,800128.0,219163.0,212547.0,1045919.0,1012675.0,0.9677921901988011,0.9698124227173383,0.968215511908666
HARYANA,KAITHAL,685424.0,634349.0,204622.0,189864.0,890046.0,824213.0,0.9254840799271692,0.9278767678939703,0.9260341600321781
HARYANA,KARNAL,810682.0,805569.0,242294.0,235224.0,1052976.0,1040793.0,0.9936929646889903,0.970820573353034,0.9884299357250308
HARYANA,KURUKSHETRA,552882.0,540936.0,167334.0,163416.0,720216.0,704352.0,0.9783932195296645,0.9765857506543799,0.9779732746842614
HARYANA,MAHENDRAGARH,656518.0,573550.0,130592.0,113869.0,787110.0,687419.0,0.873624180905931,0.8719446826758147,0.8733455298497034
HARYANA,MEWAT,788587.0,764992.0,57457.0,56116.0,846044.0,821108.0,0.9700793951713634,0.9766608072123502,0.9705263556032547
HARYANA,PALWAL,626825.0,610071.0,145573.0,140844.0,772398.0,750915.0,0.9732716467913692,0.9675145803136571,0.9721866188156882
HARYANA,PANCHKULA ,222454.0,220393.0,56396.0,55857.0,278850.0,276250.0,0.9907351632247566,0.9904425845804667,0.9906759906759907
HARYANA,PANIPAT,580720.0,533715.0,132115.0,127448.0,712835.0,661163.0,0.9190573770491803,0.9646747152102335,0.9275119768249315
HARYANA,REWARI,598839.0,525938.0,143249.0,125026.0,742088.0,650964.0,0.87826277179676,0.8727879426732473,0.8772059378402561
HARYANA,ROHTAK,537167.0,529670.0,135176.0,133649.0,672343.0,663319.0,0.986043446451476,0.9887036160265136,0.9865782792413991
HARYANA,SIRSA,690465.0,681782.0,275929.0,271983.0,966394.0,953765.0,0.9874244168784805,0.9856992197268137,0.9869318311165012
HARYANA,SONIPAT,850323.0,798105.0,199519.0,186734.0,1049842.0,984839.0,0.9385903944736295,0.9359208897398242,0.9380830639277148
HARYANA,YAMUNANAGAR,592454.0,578598.0,256428.0,249518.0,848882.0,828116.0,0.9766125302555135,0.9730528647417599,0.9755372360351615
